source_id,source_label,source_name,relationship,target_id,target_label,target_name
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:892,Clause,SOLAS II-2/4.5.1.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:893,Clause,SOLAS II-2/4.5.1.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:894,Clause,SOLAS II-2/4.5.1.4.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:895,Clause,SOLAS II-2/4.5.1.4.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:896,Clause,SOLAS II-2/4.5.1.4.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:897,Clause,SOLAS II-2/4.5.1.4.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:898,Clause,SOLAS II-2/4.5.1.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:899,Clause,SOLAS II-2/4.5.1.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:900,Clause,SOLAS II-2/4.5.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:901,Clause,SOLAS II-2/4.5.2.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:902,Clause,SOLAS II-2/4.5.2.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:903,Clause,SOLAS II-2/4.5.2.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:904,Clause,SOLAS II-2/4.5.2.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:905,Clause,SOLAS II-2/4.5.2.5
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:906,Clause,SOLAS II-2/4.5.2.6
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:907,Clause,SOLAS II-2/4.5.3.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:908,Clause,SOLAS II-2/4.5.3.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:909,Clause,SOLAS II-2/4.5.3.2.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:910,Clause,SOLAS II-2/4.5.3.2.2
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:911,Clause,SOLAS II-2/4.5.3.2.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:912,Clause,SOLAS II-2/4.5.3.2.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:913,Clause,SOLAS II-2/4.5.3.3
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:914,Clause,SOLAS II-2/4.5.3.4
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:915,Clause,SOLAS II-2/4.5.3.4.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:916,Clause,SOLAS II-2/4.5.3.4.1.1
4:997e3eb0-43cb-4030-b3bd-3906f12679d0:435,Regulation,SOLAS II-2,HAS_CLAUSE,4:997e3eb0-43cb-4030-b3bd-3906f12679d0:917,Clause,SOLAS II-2/4.5.3.4.1.2
